Valoare
75.95483870967743
74.93548387096774
73.54516129032257
73.34516129032258
73.3225806451613
73.30645161290323
71.89677419354841
70.06451612903227
68.91612903225806
68.74516129032256
68.37741935483872
68.2032258064516
67.0516129032258
66.94193548387096
66.7258064516129
65.99354838709678
65.90645161290323
65.73225806451613
65.71200000000002
65.6225806451613
65.13870967741936
64.85483870967741
64.31290322580647
64.26451612903227
63.983870967741936
63.68387096774193
63.6483870967742
63.377419354838715
63.36451612903226
63.174193548387095
62.361290322580636
61.52258064516128
60.377419354838715
60.20322580645162
59.945161290322595
59.41612903225806
57.68709677419354
56.596774193548384
55.9741935483871
55.9032258064516
